,,,,,
na,,Nose Battery / Charging Cables,Check condition,,
,,Ammeter Shunt / Sensor Coil,Check condition / wiring,,
,,Nose Gear Cover,Check attachment / weather seal,,
,,"Nose Gear Mechanism
(Wilhelmson Pivot Bolts)",Check condition / operation – lubricate / grease if necessary,,
garmin,,Skyvector ADSB Receiver,Check condition / attachment / cable,,
,,Altitude Encoder,Check condition,,
,,Other Antennae / EFIS Boxes,Check condition / attachment / cable,,
,,GPS Antenna,Check attachment / cable,,
,,Transponder Antenna,Check attachment / cable,,
garmin ga 35 gps antenna?,,APRS / Byonics GPS Antenna,Check attachment / cable,,
garmin gmu 11,,Dynon EDC-10A Mag. Compass,Check condition,,
,,ELT Mounting,Check condition,,
,,ELT Operations,Check operation per FAR 91.207(d),,
,,Nose Area Wiring,Check condition / tie-wraps,,
,,,,L,R
,,Rudder Pedals,Check condition – lubricate if necessary,,
,,Rudder Pedal Brake Actuators,Check condition / geometry,,
,,Rudder Cables,Check condition,,
,,Brake Reservoirs,Check condition / bolt torque / fluid level,,
,,Brake Master Cylinders,Check condition / fittings,,
,,Brake Lines,Check condition / fittings / routing / age,,
,,Rudder In-Line Compression Spring,Check condition,,
,,,,,
,,Nose Gear Strut,Check condition,,
,,Nose Gear Upper Bearings - NG6A / NG6,Check condition / side play / lubricate bearings if necessary,,
,,Nose Gear Mechanism Spring,Check condition / compression,,
,,Upper Nose Gear Bolts (Attach Plate),Check condition / bolt torque,,
,,NG-3 / NG-4 Brackets / Retention Bolt,Check condition / bolt torque,,
,,Nose Gear Lower Casting / Geometry,Check condition / bolt torque / flox fill,,
,,Nose Gear Wheel / Tire,Check condition – inflate to 60 to 70 psi - grease wheel bearings if necessary,,
,,Nose Gear Steering Rotation,Check condition / rotation force level – set to 2 - 4 lb. at axle,,
,,Nose Gear Relays / Electrics,Check condition / wiring,,
,,External Temperature Probe,Check condition,,
,,Nose Gear Doors,Check condition and hinge / spring operation,,
,,Nose Gear Wheel Well / Windows,Check condition,,
,Velocity,Landing Gear Hydraulic Power Pack,Check condition / leakage,,
,Velocity,Landing Gear Electric Controller / Relays,Check condition / wiring,,
,Velocity,Nose Gear Pivot Attachment,Check condition / side play / lubricate bearings if necessary,,
,Velocity,Nose Gear Lower Fork,Check condition,,
,Velocity,Nose Gear Steering Rotation,Check condition / rotation force level – set to ~10 - 12 lb @ axle,,
,Velocity,Landing Gear Swing,Check operation,,
,Velocity,Nose Gear Door Mechanism / Actuator,Check condition / operation,,
,,,,,
,,ITEM,PROCEDURE / ACTION,RESULT,
,,,,,
,,Top Fuselage / Front of Instrument Panel,Remove Fuselage Top and Instrument Panel Cover (canard if necessary),L,R
,COZY,Left / Right Elevator Pushrods,Check condition / play / QD's,,
,,Left / Right Air Vents,Check condition / clean,,
,,All Side Wiring,Check condition / tie wraps,,
,Tandem,Elevator Pushrod,Check condition / play / QD's,,
,,Fuse / Ground Buses,Check condition,,
,,Alarm Relay,Check condition,,
,,Piezo Alarm Buzzer,Check condition,,
,,Dimmer Circuitry,Check condition,,
,,Manifold Pressure Sensor,Check condition,,
,,Pitch Trim Motor / Extension Screw / Relay,Check condition / clean and lubricate per manual,,
,,Manual Pitch Trim,Check condition,,
,,AP Pitch Servo,Check condition / wiring,,
,,Nose Gear Emergency Extend Mechanism,Check condition,,
,,Circuit Breakers,Check condition / wiring,,
,,Power Panel,Check condition / wiring,,
,,Ammeter Shunt / Sensor Coil,Check condition / wiring,,
,,Switch Wiring,Check condition,,
,,Instrument Wiring,Check condition,,
,,Strobe Power Supply,Check condition,,
,,Altitude Encoder,Check condition,,
,,FWD side of all EFIS / EMS / Instruments,Check condition,,
,,Top Fuselage Drain Line,Check condition,,
,,Floor Water Drain Holes,Check condition / Clear through,,
,,Heat Duct,Check condition,,
,,Instrument Screws,Check condition / torque,,
na,,Hobbs Air Pressure Switch,Check condition,,
na,,Vacuum Filter,Check condition / hose clamps,,
na,,Vacuum Regulator,Check condition / tubing,,
na,,Vacuum Hoses,Check condition / hose clamps,,
,,Pitot / Static lines,Check condition / hose clamps,,
,,,,,
,,Fuselage Top,Check condition,,
,,Fuselage Top Hinges,Check condition / lubricate if necessary,,
,,Fuselage Top Screws,Check condition,,
,,Instrument Panel Access Cover,Check condition,,
,,,,,
,,ITEM,PROCEDURE / ACTION,RESULT,
,,,,,
,,Fuselage Bottom,"Remove Landing Gear Cover, Extend Landing Brake, Remove Wheel Pants; Aircraft on Jacks",L,R
,,Landing Gear Strut,Check condition,,
,,Landing Gear Strut Attach Points,Check condition,,
,,Gear Leg / Fuselage Fairings,Check condition,,
,,Gear Leg Fairings,Check condition,,
,Velocity,Landing Gear Strut Pivot Point,Check condition / operation,,
,Velocity,Landing Gear Strake Wheel Well,Check condition,,
,Velocity,Landing Gear Swing,Check operation,,
,Velocity,Landing Gear WOW / Airspeed Lockout,Check operation,,
,Velocity,Landing Gear Reset Switch / Button,Check operation,,
,,Wheel / Brake / Brake Pads,Check condition - replace pads / grease bearings as necessary,,
,,Tires,Check condition - inflate to 55 - 60 psi,,
,,Axle Bolts / Nuts,Check condition,,
,,Brake Lines,Check condition / age,,
,,Brake Line Bulkhead Fittings,Check condition,,
,,Heat Shield / Gear Leg Insulation,Check condition,,
,,Wheel Pants,Check condition,,
,,Rear Seat NACA Air Intake - Exterior,Check condition,,
,,,,,
,,Landing Brake Surfaces,Check condition,,
,,Landing Brake Mechanism,Check condition – lubricate inside and out if necessary,,
,,COM Antenna,Check condition / wiring,,
,,NACA Scoop,Check condition,,
,,External Temperature Probe,Check condition,,
,Tandem,Hellhole Access Panel,Check condition,,
,COZY MKIV,Landing Gear Cover,Check condition,,
,,,,,
,,ITEM,PROCEDURE / ACTION,RESULT,
,,,,,
,,Front Cockpit,"Remove Front Seats, Front Armrests, Front Center Console Cover, Fuel Valve Cover, All Access Panels",L,R
,,Fuselage Side Access Door,Check condition,,N/A
,COZY,Seatbelts,Check condition,,
tbd,COZY,Electric Seat Heaters,Check condition / operation,,
,COZY,Control Sticks,Check condition – lubricate if necessary,,
,COZY,PTT / Control Stick wiring,Check condition,,
,COZY,Torque Tubes/ Bearings,Check condition,,
,COZY,Left / Right Air Vent Outlets,Check condition / clean,,
,Tandem,Seatbelts,Check condition,,
,Tandem,Electric Seat Heater,Check condition / operation,,
,Tandem,Control Stick,Check condition – lubricate if necessary,,
,Tandem,PTT / Control Stick wiring,Check condition,,
,Tandem,Torque Tubes/ Bearings,Check condition,,
,Varieze,Front Pushrod Belcrank,Check condition,,
,Tandem,Front / Rear Stick Connecting Pushrod,Check condition,,
,,Circuit Breakers,Check condition,,
,,Fuse / Ground Buses,Check condition,,
,,Front Cockpit Wiring / Conduits,Check condition / tie wraps,,
,,"IP Operation - all switches, instruments, avionics operational",Check condition,,
,,Primer / Primer Lines,Check condition,,
na,,Fixed Step,Check condition,,
na,,Retractable Step,Check condition – lubricate if necessary,,
fixed landing light,,Retractable Landing Light,Check condition / operation – lubricate if necessary,,
,,Altitude Encoder,Check condition,,
,,ELT Mounting,Check condition,,
,,ELT Operations,Check operation per FAR 91.207(d),,
,,G5 Backup Battery,Test Capacity,,
,,EFIS ADHRS,Check condition / wiring,,
,,EFIS Magnetometer,Check condition / wiring,,
,,Manual Landing Brake Handle / Mechanism,Check condition – lubricate inside and out if necessary,,
tbd,,Parking Brake Actuator,Check condition,,
,,Manual Roll Trim,Check condition – lubricate if necessary,,
,,Electric Roll Trim,Check condition – lubricate if necessary,,
carb heat -> oil cooler louver,,Throttle / Mixture / Carb Heat Quadrant,Check condition – adjust/lubricate if necessary,,
na,,Throttle / Mixture / Carb Heat Verniers,Check condition – adjust/lubricate if necessary,,
,Velocity,Throttle / Mixture / Carb Heat / Prop Verniers,Check condition – adjust/lubricate if necessary,,
,,,,,
,Velocity,Door Frame / Transparency / Windows,Check condition,,
,Velocity,Door Gas Spring,Check condition,,
,Velocity,Door Latch Mechanism,Check condition - adjust if necessary,,
,Velocity,Door Seal,Check condition,,
,Velocity,Door Hinges / Screws,Check condition,,
,Velocity,Seats / Seat Rails,Check condition,,
,Velocity,Front Windscreen,Check condition,,
,Velocity,Overhead Switch Panel,Check condition / operation,,
,Velocity,Gear Emergency Blow Down Valve,Check condition / operation,,
,Velocity,Nose Gear Hydraulic Actuator / Mechanism,Check condition / operation,,
,Velocity,Nose Gear Hydraulic Hoses,Check condition / age,,
,Velocity,Fuel Valve Actuator Cable,Check condition - lubricate if necessary,,
,Velocity,Parking Brake Cable,Check condition / operation,,
,Velocity,Heat Cable Actuator,Check condition - lubricate if necessary,,
na,,Hobbs Meter,Check condition / wiring,,
,,Fire Extinguisher,Check condition / date / gauge / (>XX g/oz weight),,
,,O2 Tank Mounting / Lines / QD's,Check condition,,
,,O2 Tank,Check condition / date,,
,,Canopy Frame / Transparency / Windows,Check condition,,
,Tandem,NACA Air Intake / Shutoff,Check condition,,
,Tandem,Canopy Hold Mechanism,Check condition,,
electric actuator,,Canopy Gas Spring / Lock,Check condition,,
,,Canopy Latch / Safety Catch Mechanism,Check condition - adjust if necessary,,
,,Canopy Seal,Check condition,,
,,Canopy / Gear / Throttle Warning Circuit,Check operation / condition,,
,,Canopy Hinges / Screws,Check condition,,
,,Fuel Valve,Check condition - lubricate if necessary,,
,Varieze,Fuel Valve Handle / Torque Tube,Check condition - lubricate if necessary,,
,,Heat Cable Actuator,Check condition - lubricate if necessary,,
,,,,,
,,ITEM,PROCEDURE / ACTION,RESULT,
,,,,,
,,Rear Cockpit,"Remove Rear Seats, Landing Brake Mechanism Cover, Rear Firewall Cover, Rear Armrests, Rear Center Console / Keel Covers, All Access Panels",L,R
,,Fuel Sight Gauges - Strakes,Check condition,,
,COZY,Underseat Area,Check condition,,
,Velocity,Baggage Area,Check condition,,
,,Fuel Senders / Wires,Check condition - recalibrate if necessary,,
,COZY,Torque Tubes / Bearings,Check condition,,
,COZY,Seatbelts,Check condition,,
,COZY,Seatback,Check condition,,
,COZY,Seat Bottom,Check condition,,
,Velocity,Seats / Seat Rails,Check condition,,
,,Air Vents,Check condition / clean,,
,Tandem,Torque Tubes / Bearings,Check condition,,
,,AP Roll Servo,Check condition / wiring,,
,Velocity,Aileron Torque Tube Belcrank,Check condition,,
,Velocity,Aileron Push/Pull Cables,Check condition,,
,Tandem,"Pitch Trim Motor, Extension Screw, Relay",Check condition - clean and lubricate per manual,,
,Tandem,Control Stick,Check condition – lubricate if necessary,,
,Tandem,PTT / Control Stick wiring,Check condition,,
,Tandem,Throttle Quadrant,Check condition,,
,Tandem,Seatbelts,Check condition,,
,Tandem,Seatback,Check condition,,
,Tandem,Seat Bottom,Check condition,,
,,Fire Extinguisher,Check condition / date (>XX g/oz weight),,
,Varieze,Fuel Sight Gauge - Fuselage Tank,Check condition,,
,Varieze,Gas Cap / Grounding Strap - Fuselage Tank,Check condition,,
,,Fuel Sump,Check condition,,
na,,Manual Landing Brake Mechanism,Check condition - lubricate if necessary,,
,,Electric Landing Brake Actuator / Relay,Check condition / wiring - lubricate if necessary,,
na,,Dynon EDC-10A Mag. Compass,Check condition,,
,,Primer Lines,Check condition,,
,,Side Fuel Lines,Check condition,,
,,ELT Mounting,Check condition,,
,,ELT Operations,Check operation per FAR 91.207(d),,
,,Rear Cockpit Wiring / Conduits,Check condition,,
,,Actuator Cables / Fuel Lines,Check condition,,
,,,,,
,Velocity,Left / Right Landing Gear Pivot Bolts,Check condition,,
,Velocity,Landing Gear Hydraulic Actuator,Check condition / operation,,
,Velocity,Landing Gear Mechanism / Cables,Check condition / operation,,
,Velocity,Landing Gear Micro Switches,Check condition / operation / wiring,,
,,Left / Right Landing Gear Attach Bolts,Check condition,,
,,Main Spar Condition,Check condition,,
,,EI Backup Battery,Check condition / clean contacts if required,,
,,Brake Lines / Bulkhead Fittings,Check condition,,
,,Cabin Heat Valve,Check condition,,
,,Firewall Through Holes,Check condition,,
,,Manifold Pressure Sensor,Check condition,,
,,Rear Ground Bus,Check condition,,
,,Rear Essential Bus,Check condition,,
,,Master Solenoid,Check condition,,
,,Starter Solenoid,Check condition,,
,,Voltage Regulator,"Check condition - test OV (B&C, pin 6 to pin 2)",,
garmin gea 24,,Dynon Engine Monitor / wiring,Check condition,,
na,,GRT Engine Monitor / wiring,Check condition,,
na,,CGR Engine Monitor / wiring,Check condition,,
na,,Hobbs Meter,Check condition / wiring,,
,,Main Battery,Check condition / clean contacts if required,,
,,Ammeter Shunt / Sensor Coil,Check condition,,
na,,Strobe Power Supply,Check condition,,
,,Wiring / Antennae,Check condition,,
na,,Electroair EI Control Box(es),Check condition - timing if required,,
na,,SDS EFII / EI Control Box(es),Check condition - timing if required,,
na,,FlyEFII System 32 Control Box(es),Check condition - timing if required,,
,,Lightspeed EI Control Box(es),Check condition - timing if required,,
,,Fuel Valve / Fuel Lines,Check condition - lubricate if necessary,,
,,Fuel Flow Sender,Check condition / wires / lines,,
,,Electric Fuel Pump tubing / wiring,Check condition,,
,,Electric Fuel Pump Filter,Check condition - Clean if required,,
,,,,,
,,ITEM,PROCEDURE / ACTION,RESULT,
,,,,,
,,Strake / Wing / Winglet,"Remove Wing Bolt Covers (if required), Wing Root Heat Shields, Aileron Hinge Screws (if required), Top Cowling",L,R
,,Tie Down Anchor / Through Hole,Check condition,,
,,Wing Top Surface,Check condition – delamination tap,,
,,Wing Vortex Generators,Check condition,,
,,Strake Top Surface,Check condition – delamination tap,,
,,Wing Bottom Surface,Check condition – delamination tap,,
,,Strake Bottom Surface,Check condition – delamination tap,,
,,Gas Cap / Retention & Grounding Strap,Check condition,,
,,LE Gas Drain,Check condition – fuel flow,,
,,Fuel Vents,Check condition,,
,,,,,
,,Aileron Top Surface,Check condition – delamination tap,,
,,Aileron Bottom Surface,Check condition – delamination tap,,
,,Aileron Cove Clearance,"Check for 0.060"" - 0.10"" clearance",,
,,Aileron Tip Clearance,"Check for 0.060"" - 0.10"" clearance",,
,,Aileron Root Clearance,"Check for 0.060"" - 0.10"" clearance",,
,,Aileron Hinges / Screws / Studs-Nuts,Check condition,,
,,Aileron Weight and Balance,Check aileron weight and balance,,
,Varieze,Aileron Deflection - Varieze,"Check for  1.6"" - 2.2"" @ outboard TE",,
,Velocity,Aileron Deflection,"Check for 2.5"" +/- 0.3 aileron deflection @ inboard TE",,
,,Aileron Deflection,"Check for 1.8"" - 2.4"" aileron deflection @ inboard TE",,
,,Gurney Flap,Check condition,,
,,Trim Tab,Check condition,,
,,Three Vortilons,Check condition / alignment,,
,,Trailing Edge Fences,Check condition / alignment,,
,Varieze,Wing Attach Fittings / Taper Pins / Bolts,Check condition – lubricate if necessary,,
,,Wing Bolts,Check condition – lubricate if necessary,,
,Varieze,Wing Retention Pin System,Check condition – lubricate if necessary,,
,,,,,
,,Winglet Outer Surface,Check condition – delamination tap,,
,,Winglet Inner Surface,Check condition – delamination tap,,
,,Rudder Outer Surface,Check condition – delamination tap,,
,,Rudder Inner Surface,Check condition – delamination tap,,
,,Rudder Tip Clearance,"Check for 0.060"" - 0.10"" clearance",,
,,Rudder Root Clearance,"Check for 0.060"" - 0.10"" clearance",,
,Varieze,Rudder Deflection - Varieze,"Check for 2.5"" @ top of rudder TE",,
,Velocity,Rudder Deflection - Velocity,"Check for 1.5"" - 1.75"" @ top of rudder TE",,
,,Rudder Deflection,"Check for 4"" - 4.5"" at full pedal throw @ lower TE",,
,,,,,
,,Internal Rudder Belhorn / Cable Attach,Check condition,,
na,,External Rudder Belhorn / Cable Attach,Check condition,,
,,Rudder Return Spring,Check condition – lubricate if necessary,,
,,Rudder Hard Stop,Check condition,,
,,Rudder Hinges / Screws / Studs-Nuts,Check condition,,
,,,,,
na,,Baggage Pods,Check condition,,
na,,Baggage Pod Mounting Points,Check condition,,
,,,,,
,,Wing Root Heat Shields,Check condition,,
,,Aileron Torque Tube / U-joint,Check condition – lubricate if necessary,,
,,Aileron WR Torque Tube Bushing / Bearing,Check condition,,
,Velocity,Aileron Push/Pull Cable Attachment,Check condition / operation,,
,Velocity,Rudder Cable Upper Pulley,Check condition,,
,,Aileron Torque Tube Belcrank,Check condition – lubricate if necessary,,
,,Aileron Pushrod - Wing Root,Check condition,,
,Not Varieze,Aileron Pushrod Belcrank / Hard Stops,Check condition – lubricate if necessary,,
,,Nav. / Strobe Light,Check condition,,
,,Rudder Cable Nylaflow Entrance,Check condition,,
,,,,,
,,ITEM,PROCEDURE / ACTION,RESULT,
,,,,,
,,Engine Compartment,"Remove Upper and Lower Cowling, Spinner",,
,,Engine Mount,Check condition / examine for cracks,,
,,Engine Mount / Firewall Attach Bolts,Check condition - torque,,
na,,Conical Mounts / Attach Bolts,Check condition - tighten if necessary,,
,,Dynafocal Mounts / Attach Bolts,Check condition - tighten if necessary,,
,,Firewall Insulation / Metal Cover,Check condition,,
,,Firewall Through Holes,Check condition,,
,,Engine Case Bolts,Check condition - torque,,
,Tandem,Brake Reservoirs,Check condition / bolt torque / fluid level,,
,Tandem,Brake Master Cylinders,Check condition / fittings,,
,,AP Roll Servo,Check condition / wiring,,
na,,Electric Wright-Hanka Roll Trim System,Check condition / wiring,,
na,,Vacuum Pump / Hoses,Check condition,,
,,Firewall Ground Bus,Check condition,,
,,Voltage Regulator,"Check condition - test OV (B&C, pin 6 to pin 2)",,
,,Alternator Mounting,Check condition,,
,,Starter Mounting / Flywheel & Gear Teeth,Check condition,,
,,Alternator / Starter Wiring,Check condition,,
,,Magneto / Wiring,Check condition / timing,,
na,,Tachometer Cable,Check condition,,
,,Lightspeed EI Coils,Check condition,,
na,,Electroair EI System / Coils,Check condition,,
na,,FlyEFII System 32 EI Coils,Check condition,,
na,,SDS EI Coils,Check condition,,
,,Ammeter Shunt / Sensor Coil,Check condition,,
,,Ignition Wires,Check condition,,
,,EGT Probes / Wires,Check condition,,
,,CHT Probes / Wires,Check condition,,
,,Starter Solenoid,Check condition,,
,,Fuel Hoses,Check condition,,
,,Primer Lines,Check condition,,
,,Fuel Valve,Check condition - lubricate if necessary,,
na,,Gascolator,Check condition – check fittings,,
,,Fuel Flow Sender,Check condition / wires / lines,,
,,Fuel Pressure Sender,Check condition / wires / lines,,
,,Fuel Pressure Regulator,Check condition / lines,,
,,Electric Fuel Pump tubing / wiring,Check condition,,
,,Electric Fuel Pump Filter,Check condition - clean if required,,
,,Fuel Pump - Engine,Check condition,,
